A,B,result
Recommender_system,Artificial_intelligence,1
Type_system,Programming_language,1
String_(computer_science),Data_(computing),1
Volume_rendering,Computer_graphics,1
Software_design,Algorithm,1
Web_search_engine,Iterative_method,1
Finite_element_method,Integer,1
Partial_differential_equation,Numerical_analysis,1
Volume_rendering,Graphics,1
Database_normalization,Object_(computer_science),1
Scripting_language,Computational_complexity_theory,1
Type_system,Computer_science,1
Lazy_evaluation,Computer,1
Volume_rendering,Computer,1
Programming_language,Logic,1
Routing,Computer_network,1
Robotics,Debugging,1
3D_modeling,Mathematics,1
Cache_coherence,Time_complexity,1
Monad_(functional_programming),Variable_(computer_science),1
Autonomous_robot,Kinematics,1
Formal_language,Computer,1
Microcode,Assembly_language,1
Software_framework,Data_structure,1
Document_classification,Artificial_intelligence,1
Fast_Fourier_transform,Discrete_mathematics,1
Finite_element_method,Numerical_analysis,1
System_programming,Computational_science,1
Automated_theorem_proving,Mathematics,1
Stochastic,Algebra,1
Time_complexity,Logic,1
Distributed_computing,Theoretical_computer_science,1
Semidefinite_programming,Approximation_algorithm,1
Hidden_line_removal,Computer_science,1
Speech_recognition,Data_structure,1
Internet,Routing,1
NP-complete,Polynomial,1
Index_(database),Computing,1
Fast_Fourier_transform,Signal_processing,1
Virtual_memory,Computer_programming,1
Divide_and_conquer_algorithm,Computability,1
Central_processing_unit,Computer_science,1
Profiling_(computer_programming),Abstraction_(computer_science),1
Kernel_(computing),Central_processing_unit,1
Wavelet,Probability,1
Motion_planning,Software_engineering,1
Divide_and_conquer_algorithm,Combinatorics,1
Geometric_modeling,Theoretical_computer_science,1
Web_search_engine,Discrete_mathematics,1
Symmetric_multiprocessing,Computation,1
Question_answering,Numerical_analysis,1
Automated_theorem_proving,Mathematical_induction,1
Relational_database_management_system,Relational_model,1
Machine_learning,Linear_algebra,1
Graph_coloring,Graph_theory,1
Modular_programming,Computer_programming,1
Software_testing,Algorithm,1
Geometric_modeling,Computability,1
Computer_graphics,Digital_electronics,1
Recursively_enumerable_set,Finite_set,1
Abstraction_(computer_science),Arithmetic,1
Profiling_(computer_programming),Computation,1
Pattern_recognition,Computer,1
Python_(programming_language),Computer_programming,1
Software_testing,Object-oriented_programming,1
Reinforcement_learning,Graph_theory,1
Decision_theory,Data,1
Computational_geometry,Computer_science,1
Web_search_engine,Logic,1
Data_mining,Computational_science,1
Decision_theory,Iterative_method,1
C_(programming_language),Computation,1
Randomized_algorithm,Discrete_mathematics,1
String_searching_algorithm,Discrete_mathematics,1
Divide_and_conquer_algorithm,Integer,1
Index_(database),Logic,1
Computational_geometry,Iterative_method,1
Graphics_processing_unit,Time_complexity,1
Complexity_class,Mathematics,1
Communications_protocol,Theoretical_computer_science,1
Concurrency_control,Mathematical_induction,1
Lexical_analysis,Computer,1
Web_server,Input/output,1
Abstraction_(computer_science),Computer_science,1
Decision_theory,Discrete_mathematics,1
OSI_model,Computer_science,1
Divide_and_conquer_algorithm,Computation,1
C_(programming_language),Computational_complexity_theory,1
Concurrency_(computer_science),Parallel_computing,1
Motion_capture,Computer_science,1
Computer_programming,Foundations_of_mathematics,1
Programming_style,Computer_programming,1
Data_mining,Computation,1
Relational_database,Mathematics,1
Computer_programming,Mathematics,1
Formal_verification,Discrete_mathematics,1
Object-oriented_programming,Object_(computer_science),1
Automated_planning_and_scheduling,Computer,1
Lazy_evaluation,Data_structure,1
Recurrence_relation,Foundations_of_mathematics,1
Database_management_system,Object_(computer_science),1
User_interface_design,Computer,1
NP_(complexity),Algorithm_design,1
PSPACE,Turing_machine,1
Object-oriented_programming,Computing,1
Database_design,Object_(computer_science),1
Transaction_processing,Computational_science,1
Dynamic_programming,Computer,1
Calculus_of_variations,Continuous_function,1
Linear_programming,Problem_solving,1
Analysis_of_algorithms,Arithmetic,1
Analysis_of_algorithms,Computational_science,1
Computer_vision,Computer_programming,1
Recurrence_relation,Computation,1
Computational_chemistry,Foundations_of_mathematics,1
Theoretical_computer_science,Logic,1
Distributed_computing,Arithmetic,1
C++,Arithmetic,1
Inheritance_(object-oriented_programming),Computability,1
Relational_database,Number_theory,1
Database_normalization,Data,1
Model_of_computation,Computational_complexity_theory,1
Cryptanalysis,Computational_complexity_theory,1
Sentiment_analysis,Computational_science,1
Undecidable_problem,Foundations_of_mathematics,1
Recursion_(computer_science),Computational_science,1
Virtual_memory,Input/output,1
Formal_language,Foundations_of_mathematics,1
"Best,_worst_and_average_case",Logic,1
Programming_paradigm,Programming_language,1
Semidefinite_programming,Linear_programming,1
User_interface,Logic,1
Speech_recognition,Foundations_of_mathematics,1
Document_classification,Statistical_inference,1
Monte_Carlo_method,Algorithm,1
Theory_of_computation,Computer_science,1
Interactivity,Computer,1
MATLAB,Programming_language,1
Computational_geometry,Arithmetic,1
Software_design,Computer_programming,1
Communications_protocol,Computation,1
Speech_recognition,Random_variable,1
Congestion_control,Data_(computing),1
Web_search_engine,Abstraction_(computer_science),1
Programmer,Arithmetic,1
C++,High-level_programming_language,1
Database_management_system,Data,1
Peer-to-peer,Computer,1
Cryptographic_hash_function,Mathematics,1
Scope_(computer_science),Computability,1
Formal_language,Computer_programming,1
Numerical_analysis,Floating_point,1
Reinforcement_learning,Mathematical_optimization,1
Recursion,Integer,1
Amortized_analysis,Data_structure,1
Parallel_computing,Computing,1
Java_(programming_language),Parsing,1
Computer_vision,Linear_algebra,1
Cryptanalysis,Modular_arithmetic,1
Monte_Carlo_method,Abstraction_(computer_science),1
Compiler,Natural_language,1
String_searching_algorithm,Mathematics,1
Modular_arithmetic,Algebra,1
Distributed_computing,Complexity,1
Analysis_of_algorithms,Asymptotic_analysis,1
Ordinary_differential_equation,Eigenvalues_and_eigenvectors,1
PSPACE,Computational_complexity_theory,1
Packet_switching,Graph_(mathematics),1
Turing_machine,Graph_theory,1
Machine_translation,Computation,1
Economics,Linear_algebra,1
CPU_cache,Computer,1
Analysis_of_algorithms,Abstraction_(computer_science),1
Volume_rendering,Data,1
Game_theory,Arithmetic,1
Bioinformatics,Theoretical_computer_science,1
Functional_programming,Recursion,1
Turing_machine,Discrete_mathematics,1
Design_of_experiments,Data,1
Discrete_mathematics,Mathematics,1
Computational_complexity_theory,Complexity,1
Finite-state_machine,Discrete_mathematics,1
Perl,Computer_science,1
Computer_graphics,Image,1
Computability,Logic,1
String_searching_algorithm,Foundations_of_mathematics,1
Software_design,Computability,1
Software_design,Computing,1
Cache_coherence,Computing,1
Complexity_class,Computational_complexity_theory,1
Atomicity_(database_systems),Data_structure,1
High-level_programming_language,Computer,1
Robotics,Graph_theory,1
PSPACE,Polynomial,1
Analysis_of_algorithms,Integer,1
Volume_rendering,Personal_computer,1
3D_computer_graphics,Algorithm,1
Fast_Fourier_transform,Probability,1
Programming_style,Data_structure,1
Document_classification,Logic,1
Ray_tracing_(graphics),Graphics,1
Mathematical_induction,Mathematical_proof,1
Virtual_reality,Computer_graphics,1
Cryptography,Mathematics,1
Programming_language,Arithmetic,1
Graphical_user_interface,Arithmetic,1
Least_squares,Algorithm,1
Kernel_(computing),Computer,1
Knowledge_representation_and_reasoning,Graph_theory,1
Support_vector_machine,Computability,1
Pattern_matching,Functional_programming,1
Dynamic_programming,Computing,1
Inheritance_(object-oriented_programming),Design_pattern_(computer_science),1
First-order_logic,Algorithm,1
Message_passing,Logic,1
Analysis_of_algorithms,Logic,1
Transaction_processing,Graph_theory,1
Autonomous_robot,Robotics,1
Robotics,Logic,1
Approximation_algorithm,Mathematical_optimization,1
Database_management_system,Operating_system,1
Statistical_inference,Mathematics,1
Database_design,Database,1
Concurrency_(computer_science),Computing,1
Transaction_processing,Database,1
Parsing,Context-free_language,1
Time_complexity,Polynomial,1
Firewall_(computing),Mathematics,1
Lisp_(programming_language),Number_theory,1
Database_design,Relational_algebra,1
Algorithm_design,Introduction_to_Algorithms,1
Pattern_recognition,Computer_science,1
Processor_register,Array_data_structure,1
Procedural_programming,Computer,1
Internet,Data_(computing),1
Database,Data,1
ML_(programming_language),Computer,1
Java_(programming_language),Logic,1
Lexical_semantics,Semantics,1
C++,Logic,1
Congestion_control,Computer_network,1
Theoretical_computer_science,Graph_theory,1
Application_programming_interface,Computer_science,1
Distributed_algorithms,Algorithm,1
Database_design,Data_type,1
Linear_programming,Iterative_method,1
System_programming,Algorithm,1
Hidden_line_removal,Computability,1
Lisp_(programming_language),Computability,1
Machine_translation,Computer_science,1
Time_complexity,Integer,1
Lisp_(programming_language),Programming_language,1
Symbol_table,Graph_theory,1
Distributed_computing,Central_processing_unit,1
Dynamic_programming,Problem_solving,1
Cryptanalysis,Computability,1
World_Wide_Web,Arithmetic,1
Haskell_(programming_language),Computer_programming,1
Concurrent_computing,Arithmetic,1
Undecidable_problem,Mathematics,1
Data_structure,Graph_theory,1
Context-free_grammar,Graph_theory,1
Concurrency_(computer_science),Lock_(computer_science),1
Halting_problem,Automata_theory,1
Undecidable_problem,Algorithm_design,1
Graph_(mathematics),Mathematical_proof,1
Transaction_processing,Relational_algebra,1
Logic_programming,Computing,1
Digital_signature,Computer_science,1
String_(computer_science),Data_type,1
Parallel_computing,Number_theory,1
Mathematics,Foundations_of_mathematics,1
Network_security,Computer,1
Query_optimization,Computer,1
Fast_Fourier_transform,Algorithm,1
Robotics,Mathematical_induction,1
Decision_theory,Computing,1
Programming_language,Computational_science,1
Concurrency_control,Digital_electronics,1
Model_checking,Polynomial,1
Computer_security,Logic,1
Gradient_descent,Discrete_mathematics,1
Context-free_grammar,String_(computer_science),1
Graph_coloring,Algorithm_design,1
Symbol_table,Computer_programming,1
Database,Data_structure,1
Logic_programming,Data_structure,1
Software_development,Java_(programming_language),1
Automatic_programming,Computational_science,1
Software_design,Logic,1
Document_classification,Probability,1
Tensor,Mathematics,1
Index_(database),Data_(computing),1
Program_optimization,Algorithm,1
Interactivity,Computer_science,1
Model_of_computation,Computer,1
Recursion_(computer_science),Abstraction_(computer_science),1
Unix,Arithmetic,1
Cache_coherence,Lock_(computer_science),1
Computer_animation,Computer_graphics,1
Embedded_system,Input/output,1
Natural_language_processing,Data_structure,1
Program_analysis,Foundations_of_mathematics,1
Knowledge_representation_and_reasoning,Mathematical_induction,1
Interpolation,Eigenvalues_and_eigenvectors,1
Computational_complexity_theory,Iterative_method,1
Speech_recognition,Computer_science,1
Expert_system,Computer,1
P_versus_NP_problem,Iterative_method,1
Calculus,Arithmetic,1
Relational_database_management_system,Data,1
Partial_differential_equation,Matrix_(mathematics),1
Assembly_language,Automata_theory,1
Recursion,Computer,1
Hidden_line_removal,Computation,1
Concurrency_(computer_science),Computation,1
Lisp_(programming_language),Graph_theory,1
Computer_graphics,Iterative_method,1
Scalability,Computer_programming,1
Concurrency_control,Computation,1
Algorithm_design,Mathematics,1
C++,Computational_science,1
Complexity_class,Algorithm,1
Boundary_value_problem,Partial_differential_equation,1
Geometric_modeling,Foundations_of_mathematics,1
Garbage_collection_(computer_science),Graph_theory,1
Mathematical_optimization,Algorithm,1
Database_normalization,Data_(computing),1
Java_(programming_language),Data_structure,1
Algorithm,Abstraction_(computer_science),1
Operating_system,Digital_electronics,1
Recursively_enumerable_set,Foundations_of_mathematics,1
Compiler,Assembly_language,1
Concurrency_(computer_science),Computer_science,1
Robot,Reason,1
Bioinformatics,Algorithm,1
Logic_programming,Graph_theory,1
Prolog,Computer_programming,1
Cluster_analysis,Computer,1
Sentiment_analysis,Computational_complexity_theory,1
Inheritance_(object-oriented_programming),Data,1
Digital_signature,Foundations_of_mathematics,1
Complexity,Computation,1
Parallel_computing,Discrete_mathematics,1
Parsing,Analysis_of_algorithms,1
Relational_database,Algorithm_design,1
Recursion,Computability,1
Computer_network,Synchronization,1
Model_checking,Graph_theory,1
Undecidable_problem,Complexity,1
Symmetric_multiprocessing,Operating_system,1
String_(computer_science),Algorithm,1
Visualization_(computer_graphics),Computer_graphics,1
Neural_network,Statistical_inference,1
Probability,Uncertainty,1
Superscalar,Thread_(computer_science),1
Formal_methods,Combinatorics,1
Haskell_(programming_language),Data_structure,1
Mobile_device,Computer,1
Computer_programming,Graph_theory,1
3D_computer_graphics,Abstraction_(computer_science),1
Complexity_class,Computing,1
SQL,Computational_complexity_theory,1
Finite_difference,Eigenvalues_and_eigenvectors,1
Graphical_model,Artificial_intelligence,1
Computer_programming,Integer,1
Robotics,Turing_machine,1
Computational_learning_theory,Mathematics,1
Neural_network,Probability,1
Firewall_(computing),Data,1
Approximation_algorithm,Abstraction_(computer_science),1
String_searching_algorithm,Number_theory,1
Robotics,Reason,1
SQL,Operating_system,1
Coding_theory,Logic,1
PSPACE,Mathematics,1
Congestion_control,Graph_(mathematics),1
Shortest_path_problem,Algorithm,1
Debugging,Control_flow,1
Neural_network,Machine_learning,1
Sentiment_analysis,Algorithm_design,1
Artificial_intelligence,Data_type,1
Computer_vision,Numerical_analysis,1
Gradient_descent,Mathematics,1
Human-computer_interaction,Interface_(computing),1
Java_(programming_language),Variable_(computer_science),1
Relational_database,Mathematical_induction,1
Quantum_computer,Foundations_of_mathematics,1
Graph_theory,Mathematics,1
SQL,Computing,1
JavaScript,Computing,1
NP_(complexity),Integer,1
Data_structure,Data_(computing),1
Randomized_algorithm,Algorithm,1
Genetic_algorithm,Combinatorics,1
Undecidable_problem,Computing,1
Cryptography,Modular_arithmetic,1
Malware,Computer_network,1
Finite_difference,Ordinary_differential_equation,1
Document_classification,Mathematical_optimization,1
Recurrence_relation,Mathematics,1
Computer_graphics,Computability,1
Cryptography,Security,1
Time_complexity,Computer_science,1
MATLAB,Computer,1
Virtual_reality,Data,1
Stochastic_process,Uncertainty,1
PSPACE,Computation,1
List_of_undecidable_problems,Computer_science,1
Parsing,Formal_grammar,1
Regular_language,Logic,1
Data_mining,Computer_science,1
Lisp_(programming_language),Discrete_mathematics,1
Imperative_programming,Foundations_of_mathematics,1
Memory_management,Computer_programming,1
Scripting_language,Digital_electronics,1
Imperative_programming,Discrete_mathematics,1
Turing_machine,Mathematics,1
B-tree,Graph_theory,1
Computer_network,Digital_electronics,1
Random_graph,Mathematics,1
Question_answering,Computational_complexity_theory,1
Algorithm_design,Integer,1
Neural_network,Computational_science,1
Ray_tracing_(graphics),Algorithm_design,1
Database_management_system,Data_(computing),1
Cluster_analysis,Computer_science,1
Software_development,Graph_theory,1
Natural_language_processing,Computer_programming,1
P_versus_NP_problem,Graph_theory,1
Recursion,Discrete_mathematics,1
Machine_translation,Data_structure,1
Support_vector_machine,Logic,1
Computer_simulation,Number_theory,1
Concurrency_control,Algorithm,1
Database_system,Data_(computing),1
Relational_database_management_system,Analysis_of_algorithms,1
Assembly_language,Computational_science,1
Computer_vision,Foundations_of_mathematics,1
Undecidable_problem,Computability,1
NP_(complexity),Automata_theory,1
String_searching_algorithm,Algorithm,1
Visualization_(computer_graphics),Mathematics,1
Spanning_tree,Graph_(mathematics),1
Graphical_model,Computer_science,1
Graphical_user_interface,Logic,1
Cryptanalysis,Computation,1
Recursion,Programming_language,1
Cloud_computing,Computer,1
Recommender_system,Algorithm_design,1
Formal_methods,Computer,1
Relational_database,Object_(computer_science),1
Computer_graphics,Computer,1
Virtual_memory,Operating_system,1
Natural_language_processing,Computational_science,1
High-level_programming_language,Discrete_mathematics,1
Undecidable_problem,Polynomial,1
Monte_Carlo_method,Data,1
Software_development,Object_(computer_science),1
Compiler,Computer,1
Inter-process_communication,Computing,1
NP-complete,Number_theory,1
Concurrency_control,Introduction_to_Algorithms,1
Randomized_algorithm,Abstraction_(computer_science),1
Data_warehouse,Data_(computing),1
Formal_methods,Analysis_of_algorithms,1
Natural_language_processing,Graph_(mathematics),1
Instruction_set,Computer,1
Multi-core_processor,Lock_(computer_science),1
Relational_database,Database,1
Software_engineering,Computational_science,1
Run_time_(program_lifecycle_phase),Discrete_mathematics,1
Haskell_(programming_language),Computational_science,1
Cache_coherence,Parallel_computing,1
Question_answering,Computer_programming,1
Undecidable_problem,Computer_science,1
Speech_recognition,Computer,1
C++,Algorithm,1
Query_language,Computational_complexity_theory,1
Public-key_cryptography,Algorithm,1
Object-oriented_programming,Algorithm,1
Concurrency_control,Asymptotic_analysis,1
Cryptographic_hash_function,Mathematical_proof,1
Gradient_descent,Integer,1
Reinforcement_learning,Statistical_inference,1
Computer_vision,Probability_theory,1
Robotics,Computer_programming,1
Computer_programming,Arithmetic,1
NP-complete,Algorithm_design,1
Computational_geometry,Computation,1
Prolog,Computability,1
Wireless_sensor_network,Communication,1
Software_testing,Computer_science,1
SQL,Algorithm_design,1
Time_complexity,Algorithm,1
Bayesian_network,Random_variable,1
Modular_programming,Programming_language,1
Analysis_of_algorithms,Graph_(mathematics),1
Software_engineering,Theoretical_computer_science,1
Programming_paradigm,Data_structure,1
Computer_network,Algorithm,1
NP-complete,Algorithm,1
Automated_planning_and_scheduling,Numerical_analysis,1
Compiler,Computational_complexity_theory,1
Compiler,Regular_expression,1
Neural_network,Data_structure,1
Distributed_computing,Computational_problem,1
Dynamic_programming,Introduction_to_Algorithms,1
Model_of_computation,Polynomial,1
Microcode,Computer_science,1
Big_data,Mathematics,1
Vector_processor,Time_complexity,1
Finite_element_method,Matrix_(mathematics),1
Design_of_experiments,Statistical_inference,1
Speech_recognition,Probability_theory,1
Model_checking,Problem_solving,1
Software_engineering,Data_type,1
Message_Passing_Interface,Data,1
Message_passing,Mathematics,1
Functional_programming,Foundations_of_mathematics,1
PSPACE,Integer,1
Finite_difference,Approximation,1
Graphical_model,Computer,1
Unsupervised_learning,Algorithm,1
Programming_paradigm,Mathematics,1
Poisson_distribution,Random_variable,1
Computer_vision,Image_processing,1
Algorithm_design,Mathematical_induction,1
Variable_(computer_science),Computing,1
Speech_recognition,Numerical_analysis,1
Profiling_(computer_programming),Mathematics,1
Computer_vision,Programming_language,1
Genetic_algorithm,Integer,1
ML_(programming_language),Functional_programming,1
String_(computer_science),Computational_complexity_theory,1
Database,Operating_system,1
Query_language,Computability,1
Hidden_line_removal,Combinatorics,1
Fast_Fourier_transform,Mathematical_induction,1
ML_(programming_language),Computer_science,1
Newton's_method,Matrix_(mathematics),1
SQL,Object_(computer_science),1
Computer_vision,Geometry,1
Newton's_method,Algorithm,1
Geometric_modeling,Logic,1
Volume_rendering,Computer_science,1
Suffix_tree,Algorithm,1
Halting_problem,Turing_machine,1
Divide_and_conquer_algorithm,Mathematics,1
Inheritance_(object-oriented_programming),Object_(computer_science),1
Virtual_memory,Computation,1
Amortized_analysis,Computer_science,1
Data_warehouse,Computer_science,1
Profiling_(computer_programming),Computational_complexity_theory,1
Computer_animation,Data,1
Programming_paradigm,Data_(computing),1
Debugging,Logic,1
Data_warehouse,Data,1
Recursively_enumerable_set,Computing,1
Embedded_system,Microprocessor,1
Gradient_descent,Polynomial,1
Support_vector_machine,Mathematics,1
Graphics_processing_unit,Algorithm_design,1
Web_service,Computer,1
Statistical_inference,Data,1
Polymorphism_(computer_science),Computer_science,1
Profiling_(computer_programming),Iterative_method,1
Parsing,Data,1
Virtual_memory,Computing,1
Machine_learning,Expected_value,1
Quantum_computer,Integer,1
Programming_language,Computability,1
String_searching_algorithm,Iterative_method,1
3D_computer_graphics,Discrete_mathematics,1
Web_server,Digital_electronics,1
Statistical_hypothesis_testing,Uncertainty,1
Public-key_cryptography,Combinatorics,1
Formal_verification,Mathematics,1
Finite_difference,Integer,1
Parametric_polymorphism,Automata_theory,1
Scientific_visualization,Algorithm_design,1
Computer_vision,Random_variable,1
Approximation_algorithm,Arithmetic,1
Assembly_language,Foundations_of_mathematics,1
Virtual_reality,Interactivity,1
Randomized_algorithm,Mathematical_induction,1
Computer_architecture,Graph_theory,1
Amortized_analysis,"Best,_worst_and_average_case",1
Dynamic_memory_allocation,Operating_system,1
Markov_chain,Conditional_probability,1
Superscalar,Multi-core_processor,1
Virtual_reality,Algorithm_design,1
Autonomous_robot,Speech_recognition,1
Pattern_recognition,Mathematics,1
Formal_methods,Turing_machine,1
Estimation_theory,Probability,1
Parallel_algorithm,Computer_programming,1
Parametric_polymorphism,Data_type,1
Hidden_line_removal,Foundations_of_mathematics,1
Estimation_theory,Data,1
Routing,Computer_science,1
Analysis_of_algorithms,Computational_problem,1
Haskell_(programming_language),Logic,1
Software_engineering,Abstract_data_type,1
Machine_learning,Programming_language,1
Machine_translation,Foundations_of_mathematics,1
Programming_paradigm,Number_theory,1
P_versus_NP_problem,Problem_solving,1
Relational_database,Graph_theory,1
Least_squares,Numerical_analysis,1
Numerical_analysis,Mathematical_induction,1
Software_development,Object-oriented_programming,1
"Best,_worst_and_average_case",Mathematics,1
Personal_computer,Arithmetic,1
Algorithm_design,Number_theory,1
PSPACE,Discrete_mathematics,1
Time_complexity,Foundations_of_mathematics,1
Compiler,Regular_language,1
Type_system,Data_structure,1
Image_processing,Computer,1
Computational_complexity_theory,Integer,1
Data_structure,Computer,1
Quantum_mechanics,Continuous_function,1
Superscalar,Computer_science,1
Recursion_(computer_science),Algorithm,1
Transaction_processing,Foundations_of_mathematics,1
Logic_programming,Arithmetic,1
Index_(database),Data,1
Graphical_model,Expected_value,1
Computational_geometry,Foundations_of_mathematics,1
Parsing,Problem_solving,1
Hidden_line_removal,Discrete_mathematics,1
Decision_theory,Computer_science,1
Estimation_theory,Expected_value,1
Assembly_language,Computer_programming,1
Data_type,Automata_theory,1
Program_optimization,Theoretical_computer_science,1
Machine_translation,Iterative_method,1
Large_deviations_theory,Random_variable,1
Quantum_mechanics,Probability,1
Monte_Carlo_method,Discrete_mathematics,1
Internet_Protocol_Suite,Communications_protocol,1
Type_system,Automata_theory,1
Data_mining,Algorithm,1
Robotics,Artificial_intelligence,1
Database_system,Algorithm_design,1
Programming_language,Computing,1
Theoretical_computer_science,Computation,1
Haskell_(programming_language),Variable_(computer_science),1
Concurrency_(computer_science),Computer_programming,1
Programming_style,Computer_science,1
Memory_hierarchy,Computer,1
Scalability,Software_design,1
Complexity_class,Computer_science,1
Computer_simulation,Graph_theory,1
Expert_system,Artificial_intelligence,1
Computational_chemistry,Data_structure,1
OSI_model,Computer_network,1
Hidden_Markov_model,Recursion,1
Relational_database,Computer,1
Symbol_table,Assembly_language,1
Coding_theory,Mathematics,1
Complexity_class,Integer,1
Approximation_algorithm,Linear_algebra,1
Linear_programming,Mathematical_optimization,1
Graphical_user_interface,Number_theory,1
Computer_vision,Computational_science,1
Distributed_computing,Computational_complexity_theory,1
Dynamic_programming,Computation,1
Database,Mathematics,1
Motion_planning,Debugging,0
Floating_point,Martingale_(probability_theory),0
Web_browser,Application_programming_interface,0
Object_(computer_science),Computability,0
Procedural_programming,Debugging,0
Authentication,Data_analysis,0
Computer_simulation,Randomization,0
Thread_(computer_science),Prediction,0
Part-of-speech_tagging,Program_optimization,0
Structured_programming,Probability,0
World_Wide_Web,Relational_database_management_system,0
Natural_language,Server_(computing),0
Database_design,P_versus_NP_problem,0
User_interface_design,Computer_science,0
Poisson_distribution,Genetic_algorithm,0
Application_programming_interface,Round-off_error,0
Finite_element_method,Motion_capture,0
Dynamic_programming,Data_warehouse,0
JavaScript,Internet_Protocol_Suite,0
User_interface_design,Image_processing,0
Artificial_intelligence,Statistical_hypothesis_testing,0
Theory_of_computation,Finite-state_machine,0
Inference,Interaction_design,0
Finite_set,Big_data,0
Problem_solving,Shortest_path_problem,0
Semantics,Database_transaction,0
Monte_Carlo_method,Internet_Protocol_Suite,0
Document_classification,Image,0
Complexity,Generic_programming,0
Polynomial,Automated_planning_and_scheduling,0
Microcode,Stack_(data_structure),0
Random_graph,Regular_expression,0
Divide_and_conquer_algorithm,Unix,0
Approximation_algorithm,Pattern_recognition,0
Rendering_(computer_graphics),Programming_style,0
Markov_chain,Computational_chemistry,0
Random_walk,Sufficient_statistic,0
Semantics_of_programming_languages,Packet_switching,0
Virtual_memory,Linear_algebra,0
Cryptography,Bayesian_network,0
Programming_paradigm,Stochastic_process,0
Polynomial,Propositional_calculus,0
Distributed_algorithms,Knowledge_representation_and_reasoning,0
Haskell_(programming_language),Time_complexity,0
Number_theory,Document_classification,0
Concurrent_computing,NP_(complexity),0
Computer_simulation,Profiling_(computer_programming),0
Peer-to-peer,Computer_simulation,0
3D_modeling,Propositional_calculus,0
Peer-to-peer,Run_time_(program_lifecycle_phase),0
Firewall_(computing),High-level_programming_language,0
Graphics,Modular_arithmetic,0
Very_long_instruction_word,User_interface,0
Data_(computing),Tensor,0
SQL,Scalability,0
Memory_hierarchy,Cryptanalysis,0
Virtual_memory,Compiler_optimization,0
Cryptographic_hash_function,Object-oriented_programming,0
Dynamic_memory_allocation,Boundary_value_problem,0
Recommender_system,Interactivity,0
Imperative_programming,Logic_programming,0
Inference,HTML,0
Bayesian_network,Inheritance_(object-oriented_programming),0
Software_framework,Query_optimization,0
Martingale_(probability_theory),Assembly_language,0
Lock_(computer_science),Computer_science,0
Pattern_recognition,Bayesian_probability,0
Linear_algebra,Predicate_logic,0
Robotics,Shading,0
Natural_language_processing,Database_system,0
Feature_extraction,Part-of-speech_tagging,0
Application_software,Computational_science,0
Embedded_system,Instruction_set,0
Randomness,Web_service,0
Computational_geometry,Bayesian_probability,0
ML_(programming_language),Profiling_(computer_programming),0
Array_data_structure,Application_software,0
Randomized_algorithm,Inference,0
Wavelet,Denotational_semantics,0
Ray_tracing_(graphics),Information_assurance,0
Data,Statistical_inference,0
Semantics_of_programming_languages,Arithmetic,0
Quantum_mechanics,Congestion_control,0
Formal_verification,Performance_tuning,0
Randomization,Computer_simulation,0
Linear_programming,Scalability,0
Visualization_(computer_graphics),Software_testing,0
Relational_database,Graphical_model,0
Modular_programming,Decision_theory,0
Software_testing,3D_computer_graphics,0
Shortest_path_problem,Formal_language,0
Scientific_modelling,Shared_memory,0
Finite_element_method,Nonlinear_system,0
Graphical_user_interface,Combinatorics,0
Digital_electronics,Large_deviations_theory,0
Graph_theory,Semantics_of_programming_languages,0
Random_graph,Web_browser,0
Expected_value,Computational_chemistry,0
Firewall_(computing),Data_(computing),0
Web_service,Poisson_distribution,0
Random_walk,Signal_processing,0
Boundary_value_problem,Computational_learning_theory,0
Symbol_table,Least_squares,0
Object-oriented_programming,Programming_paradigm,0
Semidefinite_programming,NP_(complexity),0
Poisson_distribution,Foundations_of_mathematics,0
Graph_(mathematics),Lexical_semantics,0
Inter-process_communication,Debugging,0
Virtual_memory,Rendering_(computer_graphics),0
Logic_programming,Higher-order_function,0
Graphical_model,Database_transaction,0
Finite_element_method,Higher-order_function,0
Compiler,Model_checking,0
Decision_theory,Recursion_(computer_science),0
Complexity,Routing,0
Newton's_method,Statistical_inference,0
Computer_vision,Nonlinear_system,0
Parallel_algorithm,Symbol_table,0
Programming_style,Time_complexity,0
Robot,SQL,0
Stack_(data_structure),Semidefinite_programming,0
Query_optimization,Web_browser,0
Computer_graphics,Least_squares,0
Artificial_intelligence,Quantum_cryptography,0
Fast_Fourier_transform,Interpolation,0
Fourier_analysis,Computer_graphics,0
Undecidable_problem,Mutual_exclusion,0
Python_(programming_language),Image_processing,0
Stochastic,Higher-order_function,0
Software_engineering,Parallel_algorithm,0
Interface_(computing),Virtual_reality,0
Object-oriented_programming,Superscalar,0
Least_squares,Feature_extraction,0
Quantum_computer,Introduction_to_Algorithms,0
Relational_database_management_system,Natural_language_processing,0
Random_graph,3D_computer_graphics,0
3D_modeling,Motion_capture,0
Syntax,Graphical_user_interface,0
PageRank,Malware,0
Mathematical_induction,Graphical_model,0
Algebra,Debugging,0
System_call,Complexity_class,0
Reinforcement_learning,Higher-order_function,0
Computer_network,Natural_language_processing,0
Mathematics,JavaScript,0
3D_modeling,Generic_programming,0
Newton's_method,Analysis_of_algorithms,0
Software_development,Query_language,0
First-order_logic,Graph_coloring,0
Communication,Mathematical_optimization,0
Genetic_algorithm,Newton's_method,0
Sentiment_analysis,Relational_database_management_system,0
World_Wide_Web,Neural_network,0
