Computer graphics,depend_on_c,Image
Programming language,depend_on_c,Computability
Approximation algorithm,depend_on_c,Introduction to Algorithms
Geometric modeling,depend_on_c,Computability
Message Passing Interface,depend_on_c,Data
Turing machine,depend_on_c,Discrete mathematics
Formal language,depend_on_c,String (computer science)
Volume rendering,depend_on_c,Data
Complexity class,depend_on_c,Computer science
Compiler,depend_on_c,Data structure
Parallel computing,depend_on_c,Computer architecture
Amortized analysis,depend_on_c,Data structure
Time complexity,depend_on_c,Computer science
Computer simulation,depend_on_c,Computer
Motion capture,depend_on_c,Graphics
Query optimization,depend_on_c,Database
Cryptanalysis,depend_on_c,Abstraction (computer science)
Robotics,depend_on_c,Introduction to Algorithms
Robotics,depend_on_c,Markov chain
Lisp (programming language),depend_on_c,Recursion (computer science)
Concurrency control,depend_on_c,Algorithm design
Computational chemistry,depend_on_c,Mathematics
Question answering,depend_on_c,Programming language
Functional programming,depend_on_c,Algorithm
Recursion,depend_on_c,Programming language
Database normalization,depend_on_c,Data
Document classification,depend_on_c,Probability
Linear programming,depend_on_c,Discrete mathematics
Data mining,depend_on_c,Computation
Array data structure,depend_on_c,Data type
Internet Protocol Suite,depend_on_c,Communications protocol
Robotics,depend_on_c,Reason
Compiler,depend_on_c,Algorithm
B-tree,depend_on_c,Graph theory
Transaction processing,depend_on_c,Graph theory
Concurrency control,depend_on_c,Computer science
NP-complete,depend_on_c,Algorithm design
Computer programming,depend_on_c,Polynomial
Software development,depend_on_c,Abstract data type
Concurrency (computer science),depend_on_c,Operating system
Reinforcement learning,depend_on_c,Statistical inference
Computer vision,depend_on_c,Geometry
Computational geometry,depend_on_c,Computation
Graphical user interface,depend_on_c,Discrete mathematics
Recurrence relation,depend_on_c,Iterative method
Automatic programming,depend_on_c,Computational science
Finite element method,depend_on_c,Matrix (mathematics)
Public-key cryptography,depend_on_c,Iterative method
Compiler,depend_on_c,Automata theory
Neural network,depend_on_c,Discrete mathematics
C (programming language),depend_on_c,Computation
Parallel algorithm,depend_on_c,Computation
Recommender system,depend_on_c,Computer
Distributed algorithms,depend_on_c,Computation
Machine learning,depend_on_c,Data structure
ML (programming language),depend_on_c,Recursion (computer science)
Garbage collection (computer science),depend_on_c,Discrete mathematics
Artificial intelligence,depend_on_c,Logic
Autonomous robot,depend_on_c,Mechanical engineering
Software engineering,depend_on_c,Abstract data type
Graphical model,depend_on_c,Expected value
Robotics,depend_on_c,Debugging
Computer vision,depend_on_c,Introduction to Algorithms
Assembly language,depend_on_c,Computer programming
Distributed computing,depend_on_c,Arithmetic
Visualization (computer graphics),depend_on_c,Computer
Scope (computer science),depend_on_c,Computer science
First-order logic,depend_on_c,Recursion
Robotics,depend_on_c,Object-oriented programming
Relational database management system,depend_on_c,Predicate logic
Coding theory,depend_on_c,Graph theory
Imperative programming,depend_on_c,Discrete mathematics
Motion capture,depend_on_c,Computer science
Speech recognition,depend_on_c,Mathematics
Procedural programming,depend_on_c,Computer
Computer architecture,depend_on_c,Computer science
Operating system,depend_on_c,Digital electronics
Undecidable problem,depend_on_c,Computer science
Assembly language,depend_on_c,Computer science
Approximation algorithm,depend_on_c,Linear algebra
Computational geometry,depend_on_c,Algorithm
Sentiment analysis,depend_on_c,Computational complexity theory
Fixed point (mathematics),depend_on_c,Foundations of mathematics
Relational model,depend_on_c,Foundations of mathematics
Scripting language,depend_on_c,Computing
Computational geometry,depend_on_c,Graphics
Ray tracing (graphics),depend_on_c,Algorithm design
Quantum computer,depend_on_c,Theory of computation
Concurrency (computer science),depend_on_c,Parallel computing
3D computer graphics,depend_on_c,Algorithm
Ray tracing (graphics),depend_on_c,Graphics
Relational database management system,depend_on_c,Relational model
Neural network,depend_on_c,Data structure
Cryptography,depend_on_c,Algorithm design
Logic programming,depend_on_c,Discrete mathematics
Recurrence relation,depend_on_c,Integer
Ray tracing (graphics),depend_on_c,Shading
Kernel (computing),depend_on_c,Operating system
Atomicity (database systems),depend_on_c,Object (computer science)
Geometry,depend_on_c,Mathematics
Imperative programming,depend_on_c,Computer programming
Cryptanalysis,depend_on_c,Computation
Recursion,depend_on_c,Polynomial
Formal methods,depend_on_c,Computer
Approximation algorithm,depend_on_c,Mathematical optimization
Computer software,depend_on_c,Input/output
Cryptanalysis,depend_on_c,Probability theory
Inheritance (object-oriented programming),depend_on_c,Data structure
Machine translation,depend_on_c,Computer science
Hidden line removal,depend_on_c,Computation
Mathematics,depend_on_c,Foundations of mathematics
Database system,depend_on_c,Database
Hidden line removal,depend_on_c,Foundations of mathematics
Transaction processing,depend_on_c,Database transaction
Relational database,depend_on_c,Computer
Inference,depend_on_c,Uncertainty
Lexical analysis,depend_on_c,Automata theory
Relational database,depend_on_c,Computing
Python (programming language),depend_on_c,Algorithm
Iterative method,depend_on_c,Polynomial
Computer animation,depend_on_c,Image
Data mining,depend_on_c,Computational science
Computer graphics,depend_on_c,Graphics
Monad (functional programming),depend_on_c,Computer programming
Algebra,depend_on_c,Foundations of mathematics
Data mining,depend_on_c,Algorithm
Traffic analysis,depend_on_c,Mathematical proof
Fast Fourier transform,depend_on_c,Foundations of mathematics
Traffic analysis,depend_on_c,Information security
Hash table,depend_on_c,Data structure
Scheduling (computing),depend_on_c,Computing
Complexity class,depend_on_c,Computational complexity theory
Monte Carlo method,depend_on_c,Expected value
Graphics processing unit,depend_on_c,Computer science
NP-complete,depend_on_c,Algorithm
Neural network,depend_on_c,Pattern recognition
Variable (computer science),depend_on_c,Computing
Programming paradigm,depend_on_c,Data structure
Transaction processing,depend_on_c,Operating system
Visualization (computer graphics),depend_on_c,Algorithm
Parsing,depend_on_c,Foundations of mathematics
Cryptography,depend_on_c,Logic
Calculus,depend_on_c,Foundations of mathematics
Robot,depend_on_c,Logic
Abstraction (computer science),depend_on_c,Number theory
Relational database,depend_on_c,Predicate logic
Mathematical optimization,depend_on_c,Mathematical model
NP-complete,depend_on_c,Theoretical computer science
Natural language processing,depend_on_c,Machine learning
Quantum mechanics,depend_on_c,Probability
Arithmetic logic unit,depend_on_c,Combinational logic
Cluster analysis,depend_on_c,Computer
Application programming interface,depend_on_c,Computational science
Parsing,depend_on_c,Problem solving
Complexity class,depend_on_c,Mathematical induction
Packet switching,depend_on_c,Data (computing)
Graph (mathematics),depend_on_c,Mathematics
Regular language,depend_on_c,Computability
Recommender system,depend_on_c,Algorithm
Regular language,depend_on_c,Logic
Machine learning,depend_on_c,Integer
Microcode,depend_on_c,Assembly language
Support vector machine,depend_on_c,Logic
Distributed computing,depend_on_c,Computer
Distributed algorithms,depend_on_c,Polynomial
Programming paradigm,depend_on_c,Automata theory
Lisp (programming language),depend_on_c,Mathematics
Natural language processing,depend_on_c,Computer
Public-key cryptography,depend_on_c,Logic
Computer programming,depend_on_c,Mathematics
Genetic algorithm,depend_on_c,Combinatorics
Game theory,depend_on_c,Probability theory
Scope (computer science),depend_on_c,Computer
Fast Fourier transform,depend_on_c,Signal processing
Fourier analysis,depend_on_c,Mathematics
SQL,depend_on_c,Object (computer science)
Concurrency (computer science),depend_on_c,Computation
Mathematical induction,depend_on_c,Mathematical proof
Data mining,depend_on_c,Automata theory
Computer network,depend_on_c,Communication
Computer vision,depend_on_c,Asymptotic analysis
MATLAB,depend_on_c,Programming language
Unsupervised learning,depend_on_c,Algorithm
Graphical user interface,depend_on_c,Arithmetic
Distributed algorithms,depend_on_c,Iterative method
Profiling (computer programming),depend_on_c,Iterative method
Cluster analysis,depend_on_c,Computer science
Random graph,depend_on_c,Mathematics
Algorithm design,depend_on_c,Integer
HTML,depend_on_c,Arithmetic
Complexity,depend_on_c,Computation
Parallel algorithm,depend_on_c,Lock (computer science)
Data mining,depend_on_c,Theoretical computer science
Relational database management system,depend_on_c,Data
PSPACE,depend_on_c,Turing machine
Lazy evaluation,depend_on_c,Data structure
Polymorphism (computer science),depend_on_c,Computer programming
Human-computer interaction,depend_on_c,Interface (computing)
"Best, worst and average case",depend_on_c,Graph theory
Computer animation,depend_on_c,Data
Software testing,depend_on_c,Object-oriented programming
Haskell (programming language),depend_on_c,Computer
Discrete mathematics,depend_on_c,Arithmetic
Scope (computer science),depend_on_c,Programming language
SQL,depend_on_c,Data structure
Computational chemistry,depend_on_c,Computer
Pushdown automaton,depend_on_c,String (computer science)
PSPACE,depend_on_c,Mathematics
Garbage collection (computer science),depend_on_c,Graph theory
Time complexity,depend_on_c,Algorithm
Quantum computer,depend_on_c,Algorithm design
Imperative programming,depend_on_c,Computer science
Poisson distribution,depend_on_c,Mathematics
Recursively enumerable set,depend_on_c,Computing
Quantum computer,depend_on_c,Foundations of mathematics
Computer architecture,depend_on_c,Graph theory
Computational learning theory,depend_on_c,Mathematics
Sentiment analysis,depend_on_c,Computational science
Combinatorics,depend_on_c,Algebra
Abstract data type,depend_on_c,Computer
Lazy evaluation,depend_on_c,Computer science
Mathematical optimization,depend_on_c,Algorithm
Neural network,depend_on_c,Machine learning
Database,depend_on_c,Data
Processor register,depend_on_c,Array data structure
Prolog,depend_on_c,Computer programming
Complexity class,depend_on_c,Integer
Graph coloring,depend_on_c,Graph theory
Computer programming,depend_on_c,Computation
Autonomous robot,depend_on_c,Kinematics
Message passing,depend_on_c,Graph theory
Newton's method,depend_on_c,Eigenvalues and eigenvectors
Object-oriented programming,depend_on_c,Foundations of mathematics
Profiling (computer programming),depend_on_c,Computer
Public-key cryptography,depend_on_c,Discrete mathematics
Database,depend_on_c,Operating system
Finite-state machine,depend_on_c,Automata theory
Natural language processing,depend_on_c,Graph (mathematics)
Profiling (computer programming),depend_on_c,Abstraction (computer science)
Web search engine,depend_on_c,Combinatorics
Peer-to-peer,depend_on_c,Computer
Index (database),depend_on_c,Data (computing)
Partial differential equation,depend_on_c,Differential equation
Unsupervised learning,depend_on_c,Statistical inference
Sentiment analysis,depend_on_c,Document classification
Operating system,depend_on_c,Algorithm
Concurrency control,depend_on_c,Discrete mathematics
Java (programming language),depend_on_c,Computational complexity theory
Message passing,depend_on_c,Number theory
Dynamic programming,depend_on_c,Polynomial
P versus NP problem,depend_on_c,Logic
Debugging,depend_on_c,Programming language
Perl,depend_on_c,Regular expression
ML (programming language),depend_on_c,Computer
Complexity class,depend_on_c,Computing
Numerical analysis,depend_on_c,Mathematical induction
Formal language,depend_on_c,Computer
Reinforcement learning,depend_on_c,Graph theory
Parallel algorithm,depend_on_c,Computer science
Concurrent computing,depend_on_c,Computer
Recurrence relation,depend_on_c,Combinatorics
Message passing,depend_on_c,Mathematics
String searching algorithm,depend_on_c,Foundations of mathematics
Symbol table,depend_on_c,Discrete mathematics
Cryptographic hash function,depend_on_c,Mathematical proof
Time complexity,depend_on_c,Computability
Malware,depend_on_c,Computer network
Formal language,depend_on_c,Foundations of mathematics
Design of experiments,depend_on_c,Data
Concurrency (computer science),depend_on_c,Lock (computer science)
PSPACE,depend_on_c,Computational complexity theory
Computer science,depend_on_c,Arithmetic
Autonomous robot,depend_on_c,Motion planning
Monte Carlo method,depend_on_c,Discrete mathematics
String searching algorithm,depend_on_c,Integer
Computer vision,depend_on_c,Numerical analysis
Decision theory,depend_on_c,Data
Computer programming,depend_on_c,Logic
Automated planning and scheduling,depend_on_c,Computer science
Partial differential equation,depend_on_c,Matrix (mathematics)
Software design,depend_on_c,Logic
Formal language,depend_on_c,Data structure
Dynamic memory allocation,depend_on_c,Input/output
Perl,depend_on_c,Computer science
Algorithm design,depend_on_c,Mathematics
Visualization (computer graphics),depend_on_c,Geometry
Computer architecture,depend_on_c,Number theory
Lisp (programming language),depend_on_c,Programming language
Recommender system,depend_on_c,Artificial intelligence
Parallel algorithm,depend_on_c,Computing
Document classification,depend_on_c,Discrete mathematics
Query language,depend_on_c,Data structure
Recurrence relation,depend_on_c,Mathematical induction
Software engineering,depend_on_c,Iterative method
Java (programming language),depend_on_c,Computer
String searching algorithm,depend_on_c,Mathematics
Divide and conquer algorithm,depend_on_c,Combinatorics
Theory of computation,depend_on_c,Computer
SQL,depend_on_c,Computing
Recursion (computer science),depend_on_c,Abstraction (computer science)
Program optimization,depend_on_c,Computer science
Hidden line removal,depend_on_c,Computability
Partial differential equation,depend_on_c,Numerical analysis
Scalability,depend_on_c,Java (programming language)
Scalability,depend_on_c,Computer programming
Functional programming,depend_on_c,Generic programming
Application software,depend_on_c,Digital electronics
Software framework,depend_on_c,Data structure
Volume rendering,depend_on_c,Computer graphics
Database,depend_on_c,Data structure
Logic programming,depend_on_c,Graph theory
Speech recognition,depend_on_c,Random variable
Compiler,depend_on_c,Parsing
Program analysis,depend_on_c,Graph theory
Reinforcement learning,depend_on_c,Machine learning
Mathematical model,depend_on_c,Foundations of mathematics
Random walk,depend_on_c,Graph (mathematics)
Computer programming,depend_on_c,Foundations of mathematics
Cryptography,depend_on_c,Iterative method
SQL,depend_on_c,Computability
Query optimization,depend_on_c,Programming language
Parametric polymorphism,depend_on_c,Automata theory
Program optimization,depend_on_c,Mathematical induction
Database design,depend_on_c,Operating system
Software engineering,depend_on_c,Data type
Martingale (probability theory),depend_on_c,Markov chain
Functional programming,depend_on_c,Computability
Formal language,depend_on_c,Computer programming
Queue (data structure),depend_on_c,Array data structure
Calculus,depend_on_c,Arithmetic
Modular arithmetic,depend_on_c,Algebra
Quantum cryptography,depend_on_c,Computational complexity theory
Sentiment analysis,depend_on_c,Natural language
Computational learning theory,depend_on_c,Uncertainty
Parallel computing,depend_on_c,Mathematics
Algorithm design,depend_on_c,Introduction to Algorithms
C++,depend_on_c,Logic
Imperative programming,depend_on_c,Foundations of mathematics
Suffix tree,depend_on_c,Regular expression
Symmetric multiprocessing,depend_on_c,Concurrency (computer science)
Time complexity,depend_on_c,Computer
Programming paradigm,depend_on_c,Programming language
Decision theory,depend_on_c,Polynomial
Profiling (computer programming),depend_on_c,Theoretical computer science
Analysis of algorithms,depend_on_c,Logic
User interface,depend_on_c,Algorithm
Undecidable problem,depend_on_c,Foundations of mathematics
Computer animation,depend_on_c,Geometry
Graph theory,depend_on_c,Mathematics
Java (programming language),depend_on_c,Data structure
Randomized algorithm,depend_on_c,Mathematical induction
Software engineering,depend_on_c,Computational science
Computer graphics,depend_on_c,Abstraction (computer science)
Virtual memory,depend_on_c,Input/output
Geometric modeling,depend_on_c,Theoretical computer science
Algorithm,depend_on_c,Mathematical proof
Debugging,depend_on_c,Computing
Cryptanalysis,depend_on_c,Problem solving
PSPACE,depend_on_c,Discrete mathematics
Personal computer,depend_on_c,Arithmetic
Application programming interface,depend_on_c,Computer
Pattern recognition,depend_on_c,Number theory
Computational chemistry,depend_on_c,Computational science
Geometric modeling,depend_on_c,Foundations of mathematics
Graphical model,depend_on_c,Random variable
Analysis of algorithms,depend_on_c,Graph (mathematics)
Question answering,depend_on_c,Numerical analysis
Support vector machine,depend_on_c,Algorithm
B-tree,depend_on_c,Foundations of mathematics
Relational database,depend_on_c,Graph theory
Scientific visualization,depend_on_c,Computer science
Software development,depend_on_c,Logic
Poisson distribution,depend_on_c,Probability theory
ML (programming language),depend_on_c,Computer science
Ray tracing (graphics),depend_on_c,Mathematics
Computer network,depend_on_c,Number theory
Computer graphics,depend_on_c,Iterative method
Object-oriented programming,depend_on_c,Computability
Exponential family,depend_on_c,Algebra
Formal language,depend_on_c,Computer science
Concurrency control,depend_on_c,Computer
JavaScript,depend_on_c,World Wide Web
Operating system,depend_on_c,Arithmetic
Python (programming language),depend_on_c,High-level programming language
Web search engine,depend_on_c,Iterative method
Least squares,depend_on_c,Numerical analysis
Boundary value problem,depend_on_c,Partial differential equation
Document classification,depend_on_c,Artificial intelligence
Geometric modeling,depend_on_c,Mathematics
Computational chemistry,depend_on_c,Computability
Inheritance (object-oriented programming),depend_on_c,Object-oriented programming
NP-complete,depend_on_c,Number theory
Speech recognition,depend_on_c,Computer science
Linked list,depend_on_c,Foundations of mathematics
Model checking,depend_on_c,Computer science
Software development,depend_on_c,Graph theory
Expert system,depend_on_c,Computer science
Pattern matching,depend_on_c,String (computer science)
Machine learning,depend_on_c,Programming language
Concurrency (computer science),depend_on_c,Computer programming
Ray tracing (graphics),depend_on_c,Computational science
Computer graphics,depend_on_c,Computer
Congestion control,depend_on_c,Data (computing)
Speech recognition,depend_on_c,Computer
Quantum computer,depend_on_c,Integer
Finite difference,depend_on_c,Integer
Computer vision,depend_on_c,Computational science
Programming paradigm,depend_on_c,Mathematics
Statistical inference,depend_on_c,Mathematics
C++,depend_on_c,Computing
Neural network,depend_on_c,Statistical inference
Database design,depend_on_c,Relational algebra
Relational database,depend_on_c,Arithmetic
Time complexity,depend_on_c,Discrete mathematics
Atomicity (database systems),depend_on_c,Data structure
Hidden Markov model,depend_on_c,Statistical inference
Hidden line removal,depend_on_c,Computer science
Computer simulation,depend_on_c,Graph theory
Knowledge representation and reasoning,depend_on_c,Graph theory
Theory of computation,depend_on_c,Foundations of mathematics
Robot,depend_on_c,Artificial intelligence
Divide and conquer algorithm,depend_on_c,Computability
Run time (program lifecycle phase),depend_on_c,Mathematics
Programming style,depend_on_c,Data structure
Expert system,depend_on_c,Artificial intelligence
Semidefinite programming,depend_on_c,Linear programming
Lisp (programming language),depend_on_c,Computer programming
Programmer,depend_on_c,Computability
Undecidable problem,depend_on_c,Mathematical proof
Computer programming,depend_on_c,Discrete mathematics
Graph theory,depend_on_c,Computational science
Object (computer science),depend_on_c,Number theory
Amortized analysis,depend_on_c,Mathematics
Compiler,depend_on_c,Assembly language
Graphical user interface,depend_on_c,Number theory
Complexity class,depend_on_c,Algorithm
Hidden line removal,depend_on_c,Combinatorics
Parsing,depend_on_c,Computer programming
Symmetric multiprocessing,depend_on_c,Operating system
Firewall (computing),depend_on_c,Computer
Scientific visualization,depend_on_c,Algorithm
Compiler,depend_on_c,Computer architecture
Model of computation,depend_on_c,Integer
System programming,depend_on_c,Algorithm
Web search engine,depend_on_c,Discrete mathematics
SQL,depend_on_c,Arithmetic
Software design,depend_on_c,Computability
Graphical user interface,depend_on_c,Logic
Communications protocol,depend_on_c,Combinatorics
Markov chain,depend_on_c,Algebra
Ordinary differential equation,depend_on_c,Eigenvalues and eigenvectors
3D modeling,depend_on_c,Computation
Natural language processing,depend_on_c,Foundations of mathematics
Boundary value problem,depend_on_c,Differential equation
Computer animation,depend_on_c,Computer graphics
High-level programming language,depend_on_c,Computer
Interaction design,depend_on_c,Computer programming
Automated theorem proving,depend_on_c,Mathematical proof
Haskell (programming language),depend_on_c,Variable (computer science)
Gradient descent,depend_on_c,Polynomial
ML (programming language),depend_on_c,Functional programming
Robotics,depend_on_c,Analysis of algorithms
Lexical analysis,depend_on_c,Data structure
Instruction set,depend_on_c,Computer
String searching algorithm,depend_on_c,Computer science
Assembly language,depend_on_c,Computational science
3D computer graphics,depend_on_c,Problem solving
Compiler optimization,depend_on_c,Programming language
C++,depend_on_c,High-level programming language
Symbol table,depend_on_c,Graph theory
Scope (computer science),depend_on_c,Logic
String (computer science),depend_on_c,Computing
Network security,depend_on_c,Data (computing)
Pipeline (computing),depend_on_c,Central processing unit
Probability,depend_on_c,Uncertainty
Recursion (computer science),depend_on_c,Computational science
Java (programming language),depend_on_c,Variable (computer science)
Operating system,depend_on_c,Computer programming
Operating system,depend_on_c,Computer science
Scalability,depend_on_c,Software design
Computational complexity theory,depend_on_c,Mathematics
List of undecidable problems,depend_on_c,Computer science
B-tree,depend_on_c,Computer
Graph (mathematics),depend_on_c,Mathematical proof
Embedded system,depend_on_c,Input/output
Data warehouse,depend_on_c,Data (computing)
Time complexity,depend_on_c,Logic
